,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
822,Jarell Martin,PF,22,MEM,42,3,558,5.4,14.1,0.384,0.8,2.3,0.36,4.6,11.7,0.389,3.7,4.7,0.8,3.9,11.2,15.1,0.7,1.6,0.8,2.6,8.5,15.4,96.0,105.0,8.7,0.47700000000000004,0.166,0.331,8.4,25.3,16.6,2.2,1.6,1.5,13.9,16.4,-0.2,0.8,0.6,0.054000000000000006,-5.8,-0.6,-6.4,-0.6,2017
823,Wesley Matthews,SG,30,DAL,73,73,2495,6.9,17.7,0.39299999999999996,3.6,10.0,0.363,3.3,7.7,0.43200000000000005,3.0,3.7,0.816,0.4,5.0,5.4,4.4,1.6,0.3,2.1,3.4,20.6,104.0,110.0,11.9,0.5329999999999999,0.5660000000000001,0.21100000000000002,0.8,11.8,6.0,13.6,1.6,0.5,9.9,19.4,1.0,2.1,3.1,0.06,0.2,-0.1,0.1,1.3,2017
824,Luc Mbah a Moute,SF,30,LAC,80,76,1787,5.3,10.6,0.505,1.2,3.1,0.391,4.1,7.5,0.552,1.6,2.4,0.6779999999999999,1.2,3.5,4.8,1.1,2.3,1.0,1.3,3.4,13.5,111.0,109.0,10.2,0.581,0.29100000000000004,0.23,2.8,7.7,5.3,3.1,2.3,1.6,10.0,11.6,1.3,1.8,3.1,0.084,-0.8,1.6,0.7,1.2,2017
825,James Michael McAdoo,PF,24,GSW,52,2,457,6.5,12.3,0.53,0.2,0.8,0.25,6.3,11.5,0.55,2.2,4.4,0.5,3.6,6.0,9.6,1.9,1.9,3.1,2.0,4.9,15.5,108.0,103.0,13.1,0.5429999999999999,0.068,0.359,8.7,12.9,10.9,5.2,1.9,5.0,12.3,14.6,0.3,0.8,1.1,0.11699999999999999,-2.8,2.4,-0.4,0.2,2017
826,Patrick McCaw,SG,21,GSW,71,20,1074,4.7,11.0,0.433,1.8,5.5,0.33299999999999996,2.9,5.5,0.5329999999999999,1.3,1.7,0.784,0.9,3.5,4.5,3.4,1.4,0.7,1.6,2.8,12.6,107.0,108.0,8.6,0.54,0.502,0.151,2.3,7.6,5.1,9.0,1.4,1.1,12.1,11.9,0.5,1.2,1.7,0.077,-1.6,-0.2,-1.8,0.1,2017
827,CJ McCollum,SG,25,POR,80,80,2796,12.3,25.6,0.48,3.3,7.8,0.42100000000000004,9.0,17.8,0.506,4.8,5.2,0.912,1.1,4.1,5.1,5.1,1.3,0.7,3.1,3.6,32.6,114.0,113.0,19.9,0.585,0.305,0.204,2.4,9.1,5.7,18.0,1.3,1.2,9.9,27.5,6.2,1.4,7.6,0.131,3.2,-2.3,1.0,2.1,2017
828,T.J. McConnell,PG,24,PHI,81,51,2133,5.4,11.7,0.461,0.3,1.3,0.2,5.1,10.4,0.49200000000000005,1.7,2.1,0.8109999999999999,0.9,4.8,5.7,12.2,3.1,0.2,3.6,3.2,12.7,107.0,108.0,13.7,0.504,0.107,0.17600000000000002,2.0,11.0,6.5,37.5,3.1,0.4,22.4,14.4,1.4,2.4,3.8,0.084,-2.0,0.1,-1.9,0.0,2017
829,Chris McCullough,PF,21,TOT,16,0,80,9.5,19.0,0.5,0.6,4.2,0.14300000000000002,8.9,14.9,0.6,1.8,3.0,0.6,5.4,5.9,11.3,1.2,1.2,1.2,1.8,4.2,21.4,107.0,112.0,15.2,0.526,0.21899999999999997,0.156,12.1,13.3,12.7,4.4,1.2,1.9,8.1,19.9,0.1,0.1,0.1,0.07200000000000001,-1.9,-2.6,-4.6,-0.1,2017
830,K.J. McDaniels,SF,23,TOT,49,0,505,7.3,15.9,0.456,1.9,6.2,0.303,5.4,9.7,0.5529999999999999,3.0,3.6,0.8420000000000001,1.4,6.3,7.7,1.2,1.8,1.7,2.7,4.6,19.4,100.0,109.0,11.5,0.555,0.391,0.225,3.2,14.1,8.7,4.0,1.8,2.8,13.5,18.1,0.0,0.5,0.5,0.051,-3.5,-0.6,-4.1,-0.3,2017
831,Doug McDermott,SF,25,TOT,66,5,1508,7.4,16.5,0.447,2.6,6.9,0.37,4.8,9.6,0.502,2.4,2.8,0.845,0.7,5.3,5.9,1.9,0.4,0.2,1.3,2.6,19.6,112.0,112.0,10.7,0.5539999999999999,0.419,0.16899999999999998,1.4,11.5,6.4,5.9,0.4,0.3,6.6,16.4,1.6,1.0,2.6,0.083,-1.2,-2.3,-3.5,-0.6,2017
832,JaVale McGee,C,29,GSW,77,10,739,13.5,20.8,0.652,0.0,0.2,0.0,13.5,20.6,0.6579999999999999,3.6,7.2,0.505,6.5,9.4,15.9,1.1,1.2,4.4,2.6,7.1,30.7,120.0,101.0,25.2,0.642,0.009000000000000001,0.348,15.9,20.1,18.1,3.8,1.2,7.1,9.8,23.8,2.0,1.5,3.5,0.225,0.2,0.5,0.8,0.5,2017
833,Rodney McGruder,SG,25,MIA,78,65,1966,4.9,11.8,0.413,1.9,5.6,0.332,3.0,6.2,0.488,1.1,1.8,0.62,2.4,4.2,6.6,3.2,1.2,0.5,1.4,3.6,12.7,108.0,110.0,9.1,0.506,0.478,0.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,2.9,0.07200000000000001,-0.8,0.5,-0.4,0.8,2017
834,Ben McLemore,SG,23,SAC,61,26,1176,7.7,18.0,0.43,2.8,7.3,0.382,4.9,10.7,0.462,3.0,4.0,0.753,0.8,4.7,5.6,2.2,1.2,0.3,2.7,4.6,21.3,99.0,114.0,9.8,0.5379999999999999,0.406,0.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,0.015,-2.2,-2.7,-4.9,-0.9,2017
835,Jordan McRae,SG,25,CLE,37,4,384,7.5,19.5,0.387,2.3,6.6,0.353,5.2,12.9,0.40399999999999997,3.5,4.4,0.794,0.8,4.5,5.3,2.5,1.0,0.8,1.8,4.0,20.9,99.0,113.0,9.7,0.488,0.34,0.22699999999999998,1.8,9.7,5.9,7.4,1.0,1.3,7.8,20.8,-0.1,0.2,0.2,0.02,-3.7,-2.8,-6.5,-0.4,2017
836,Josh McRoberts,PF,29,MIA,22,14,381,5.8,15.6,0.373,1.7,4.1,0.419,4.1,11.5,0.35600000000000004,0.8,1.2,0.667,3.0,6.7,9.8,6.6,1.3,0.5,3.0,4.1,14.2,97.0,108.0,9.8,0.439,0.263,0.076,6.6,15.0,10.7,18.9,1.3,0.8,15.9,16.9,-0.1,0.4,0.3,0.036000000000000004,-2.9,0.6,-2.4,0.0,2017
837,Jodie Meeks,SG,29,ORL,36,10,738,6.9,17.2,0.402,3.8,9.2,0.409,3.2,8.0,0.395,4.4,5.0,0.878,0.3,4.8,5.2,3.0,2.3,0.3,2.4,2.8,22.0,107.0,111.0,13.1,0.5670000000000001,0.535,0.289,0.7,10.9,5.7,9.3,2.3,0.4,11.1,19.4,0.5,0.6,1.1,0.073,-0.4,-1.4,-1.8,0.0,2017
838,Salah Mejri,C,30,DAL,73,11,905,5.1,7.9,0.642,0.1,0.2,0.33299999999999996,5.0,7.7,0.649,2.1,3.5,0.59,5.6,12.1,17.7,0.8,1.8,3.5,2.3,8.7,12.2,121.0,102.0,14.8,0.65,0.022000000000000002,0.445,11.9,28.4,19.8,2.4,1.8,6.1,19.6,10.6,1.3,1.7,3.0,0.159,-3.6,3.8,0.2,0.5,2017
839,Jordan Mickey,PF,22,BOS,25,1,141,5.3,12.0,0.441,0.0,0.4,0.0,5.3,11.6,0.455,2.8,4.9,0.5710000000000001,4.6,7.4,12.0,2.5,1.1,2.1,3.2,4.2,13.4,96.0,108.0,9.8,0.473,0.028999999999999998,0.41200000000000003,10.4,16.4,13.4,7.1,1.1,3.5,18.3,15.5,-0.1,0.2,0.1,0.036000000000000004,-5.7,0.9,-4.9,-0.1,2017
840,Khris Middleton,SF,25,MIL,29,23,889,8.6,19.0,0.45,2.6,5.9,0.433,6.0,13.1,0.45899999999999996,4.6,5.3,0.88,0.6,6.4,7.0,5.7,2.3,0.4,3.7,4.5,24.3,106.0,109.0,15.0,0.57,0.312,0.276,1.5,14.5,8.1,17.5,2.3,0.7,14.8,22.5,0.7,0.9,1.6,0.085,0.0,-0.6,-0.5,0.3,2017
841,C.J. Miles,SF,29,IND,76,29,1776,7.9,18.2,0.434,4.8,11.5,0.413,3.2,6.7,0.47100000000000003,2.4,2.6,0.903,0.8,5.6,6.5,1.4,1.3,0.7,1.1,4.3,23.0,115.0,111.0,13.8,0.5920000000000001,0.632,0.14400000000000002,1.9,12.4,7.2,4.1,1.3,1.2,5.5,18.4,2.7,1.4,4.0,0.109,1.6,-2.1,-0.5,0.7,2017
842,Mike Miller,SF,36,DEN,20,0,151,2.9,7.4,0.391,2.6,6.5,0.4,0.3,1.0,0.33299999999999996,0.6,0.6,1.0,0.6,11.6,12.3,7.1,0.6,0.0,4.2,2.9,9.1,98.0,113.0,7.6,0.586,0.87,0.087,1.5,26.1,13.9,18.3,0.6,0.0,35.2,10.4,0.0,0.1,0.1,0.018000000000000002,-3.2,-0.8,-4.1,-0.1,2017
843,Patty Mills,PG,28,SAS,80,8,1754,7.9,18.0,0.44,4.3,10.3,0.414,3.7,7.7,0.474,1.9,2.3,0.825,0.7,3.4,4.1,8.1,1.9,0.1,2.9,3.2,22.1,114.0,107.0,15.2,0.578,0.5720000000000001,0.129,1.6,7.4,4.6,24.3,1.9,0.1,13.3,19.5,2.9,2.2,5.1,0.139,2.5,-1.2,1.3,1.5,2017
844,Elijah Millsap,SG,29,PHO,2,0,23,2.1,14.6,0.14300000000000002,0.0,4.2,0.0,2.1,10.4,0.2,2.1,4.2,0.5,6.2,6.2,12.5,2.1,0.0,0.0,4.2,4.2,6.2,57.0,117.0,-3.4,0.19,0.28600000000000003,0.28600000000000003,13.8,14.6,14.2,5.6,0.0,0.0,20.2,18.0,-0.1,0.0,-0.1,-0.233,-10.0,-3.3,-13.2,-0.1,2017
845,Paul Millsap,PF,31,ATL,69,67,2343,9.0,20.4,0.442,1.6,5.1,0.311,7.5,15.4,0.486,6.5,8.5,0.768,2.3,8.9,11.2,5.3,1.9,1.3,3.3,3.9,26.2,108.0,104.0,17.8,0.542,0.248,0.41700000000000004,5.3,19.5,12.5,17.9,1.9,2.3,12.1,24.4,2.6,3.8,6.4,0.132,0.5,2.1,2.7,2.7,2017
846,Nikola Mirotic,PF,25,CHI,70,15,1679,7.7,18.8,0.413,3.9,11.3,0.342,3.9,7.4,0.52,3.0,3.8,0.773,1.8,9.7,11.5,2.3,1.6,1.7,2.4,3.8,22.3,107.0,105.0,14.5,0.546,0.603,0.205,3.9,20.9,12.3,6.9,1.6,2.6,10.5,19.8,1.2,2.5,3.8,0.107,-0.1,0.4,0.4,1.0,2017
847,Greg Monroe,C,26,MIL,81,0,1823,10.8,20.2,0.5329999999999999,0.0,0.1,0.0,10.8,20.1,0.536,4.9,6.7,0.741,4.7,10.2,14.8,5.2,2.6,1.1,3.9,4.7,26.5,111.0,105.0,21.1,0.5720000000000001,0.006,0.32899999999999996,10.8,23.1,17.0,17.3,2.6,1.8,14.4,24.3,3.0,2.6,5.6,0.147,0.5,1.5,2.0,1.9,2017
848,E'Twaun Moore,SG,27,NOP,73,22,1820,7.6,16.7,0.457,2.1,5.6,0.37,5.5,11.1,0.501,1.5,2.0,0.77,0.9,3.2,4.1,4.4,1.3,0.9,1.7,3.5,18.8,107.0,111.0,12.1,0.537,0.336,0.12,1.9,6.9,4.4,13.8,1.3,1.4,8.7,17.4,1.2,1.5,2.7,0.07,-0.9,-0.5,-1.3,0.3,2017
849,Marcus Morris,SF,27,DET,79,79,2565,8.3,19.8,0.418,2.3,7.0,0.331,6.0,12.8,0.466,2.9,3.6,0.784,1.5,5.7,7.2,3.2,1.0,0.5,1.7,3.3,21.8,105.0,109.0,12.4,0.508,0.355,0.184,3.2,12.8,7.8,9.4,1.0,0.8,7.4,20.3,1.4,2.4,3.9,0.07200000000000001,-0.3,-0.2,-0.5,1.0,2017
850,Markieff Morris,PF,27,WAS,76,76,2374,8.4,18.5,0.457,1.5,4.1,0.36200000000000004,7.0,14.4,0.483,3.7,4.5,0.8370000000000001,2.2,8.0,10.2,2.6,1.7,0.9,2.7,5.3,22.1,106.0,109.0,13.7,0.54,0.22,0.242,5.1,18.2,11.7,7.8,1.7,1.5,11.6,20.5,1.6,2.5,4.1,0.083,-1.3,0.3,-1.0,0.6,2017
851,Anthony Morrow,SG,31,TOT,49,7,714,6.8,17.4,0.389,2.8,9.2,0.308,3.9,8.2,0.479,2.3,2.6,0.919,0.8,1.3,2.1,1.7,1.7,0.1,0.4,3.0,18.7,112.0,112.0,10.1,0.505,0.528,0.147,1.9,2.9,2.4,5.2,1.7,0.2,2.2,16.4,0.7,0.5,1.2,0.083,-1.2,-3.1,-4.3,-0.4,2017
852,Donatas Motiejunas,PF,26,NOP,34,0,479,5.8,14.1,0.413,1.1,4.8,0.23399999999999999,4.7,9.3,0.505,2.6,5.0,0.51,2.7,7.7,10.3,3.3,1.8,1.1,3.2,5.6,15.3,91.0,106.0,9.1,0.47,0.341,0.355,5.7,16.6,11.1,9.7,1.8,1.9,16.3,17.6,-0.5,0.6,0.2,0.016,-4.2,1.1,-3.1,-0.1,2017
853,Timofey Mozgov,C,30,LAL,54,52,1104,7.5,14.5,0.515,0.0,0.0,0.0,7.5,14.4,0.517,2.8,3.4,0.8079999999999999,4.6,7.1,11.7,1.9,0.7,1.4,3.2,5.9,17.7,106.0,114.0,12.3,0.5529999999999999,0.003,0.23800000000000002,9.9,16.4,13.1,5.9,0.7,2.3,16.6,16.8,0.7,0.4,1.1,0.048,-2.8,-0.8,-3.6,-0.4,2017
854,Emmanuel Mudiay,PG,20,DEN,55,41,1406,7.2,19.1,0.377,1.9,6.2,0.315,5.3,13.0,0.408,4.5,5.8,0.784,1.0,5.2,6.2,7.5,1.4,0.5,4.3,3.3,20.9,98.0,114.0,10.9,0.483,0.32299999999999995,0.303,2.3,11.6,7.0,21.8,1.4,0.7,16.5,22.6,-0.4,0.5,0.2,0.006,-2.0,-1.7,-3.7,-0.6,2017
855,Shabazz Muhammad,SF,24,MIN,78,1,1516,9.6,20.0,0.48200000000000004,1.6,4.9,0.33799999999999997,8.0,15.2,0.528,4.9,6.4,0.774,2.8,4.5,7.4,1.2,0.7,0.2,1.9,2.9,25.8,114.0,116.0,14.9,0.5660000000000001,0.242,0.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,2.5,0.2,2.7,0.086,-0.2,-4.3,-4.4,-0.9,2017
856,Dejounte Murray,PG,20,SAS,38,8,322,7.9,18.4,0.431,1.4,3.6,0.391,6.5,14.7,0.441,3.3,4.7,0.7,0.9,5.7,6.6,7.6,1.3,0.9,6.0,4.6,20.6,91.0,106.0,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0.0,0.004,-4.6,-0.2,-4.8,-0.2,2017
857,Jamal Murray,SG,19,DEN,82,10,1764,8.2,20.2,0.40399999999999997,3.2,9.5,0.33399999999999996,5.0,10.7,0.466,2.9,3.3,0.883,1.1,4.8,5.9,4.7,1.4,0.7,3.1,3.4,22.5,103.0,114.0,11.9,0.518,0.47100000000000003,0.16399999999999998,2.6,10.7,6.7,14.0,1.4,1.1,12.6,21.6,0.6,0.7,1.3,0.037000000000000005,-0.5,-2.1,-2.6,-0.3,2017
858,Mike Muscala,C,25,ATL,70,3,1237,6.8,13.4,0.504,1.8,4.4,0.418,4.9,9.0,0.546,2.0,2.6,0.7659999999999999,3.0,6.5,9.6,3.8,1.2,1.6,2.2,3.9,17.3,116.0,107.0,14.4,0.596,0.326,0.19,6.9,14.4,10.7,11.9,1.2,2.8,13.1,14.8,1.8,1.6,3.4,0.132,-0.4,1.5,1.1,1.0,2017
859,Larry Nance,PF,24,LAL,63,7,1442,6.4,12.2,0.526,0.3,1.2,0.278,6.1,11.0,0.5539999999999999,2.0,2.7,0.738,4.1,8.4,12.5,3.2,2.8,1.3,1.9,5.0,15.2,117.0,109.0,15.7,0.5670000000000001,0.1,0.222,8.8,19.6,14.0,9.7,2.8,2.2,12.4,13.4,2.1,1.5,3.5,0.11800000000000001,-0.3,2.2,1.9,1.4,2017
860,Shabazz Napier,PG,25,POR,53,2,512,7.1,17.7,0.39899999999999997,3.3,8.9,0.37,3.8,8.8,0.429,3.7,4.8,0.7759999999999999,0.8,5.1,5.9,6.5,3.1,0.2,4.0,3.7,21.1,102.0,109.0,13.6,0.5329999999999999,0.503,0.268,1.7,11.5,6.6,19.5,3.1,0.3,16.7,21.2,0.1,0.5,0.6,0.06,-0.9,-1.3,-2.2,0.0,2017
861,Maurice Ndour,PF,24,NYK,32,4,331,5.9,13.0,0.45299999999999996,0.2,1.1,0.14300000000000002,5.7,11.9,0.48100000000000004,2.9,3.9,0.731,3.3,6.3,9.7,1.2,2.3,1.2,1.8,4.5,14.8,104.0,110.0,11.3,0.503,0.081,0.302,7.1,13.7,10.4,3.5,2.3,2.0,11.0,14.3,0.1,0.3,0.4,0.059000000000000004,-3.5,-0.3,-3.8,-0.1,2017
862,Gary Neal,SG,32,ATL,2,0,18,0.0,19.2,0.0,0.0,5.5,0.0,0.0,13.7,0.0,11.0,11.0,1.0,0.0,2.7,2.7,2.7,0.0,0.0,0.0,2.7,11.0,61.0,114.0,-4.3,0.228,0.28600000000000003,0.5710000000000001,0.0,6.0,3.1,7.1,0.0,0.0,0.0,21.2,-0.1,0.0,-0.1,-0.18899999999999997,-11.8,-4.9,-16.6,-0.1,2017
863,Jameer Nelson,PG,34,DEN,75,39,2045,6.4,14.4,0.444,2.5,6.5,0.38799999999999996,3.9,7.9,0.489,1.1,1.5,0.7140000000000001,0.7,3.9,4.6,9.2,1.3,0.2,3.1,4.7,16.4,111.0,115.0,11.5,0.544,0.452,0.10400000000000001,1.5,8.8,5.2,26.0,1.3,0.3,16.8,15.8,2.3,0.5,2.8,0.066,0.4,-2.3,-2.0,0.0,2017
864,Raul Neto,PG,24,UTA,40,0,346,6.2,13.8,0.451,1.5,4.7,0.32299999999999995,4.7,9.1,0.517,1.2,1.4,0.889,0.6,3.9,4.5,5.2,3.2,0.8,2.3,7.3,15.2,105.0,104.0,10.7,0.527,0.341,0.099,1.4,8.4,5.0,15.1,3.2,1.2,13.6,14.8,0.2,0.6,0.7,0.1,-1.7,1.4,-0.3,0.1,2017
865,Georges Niang,PF,23,IND,23,0,93,4.8,19.4,0.25,0.5,6.5,0.083,4.3,12.9,0.33299999999999996,1.1,1.1,1.0,1.1,8.1,9.1,2.7,1.6,0.0,2.7,3.2,11.3,62.0,110.0,0.1,0.285,0.33299999999999996,0.055999999999999994,2.4,17.9,10.3,7.5,1.6,0.0,11.9,20.2,-0.4,0.1,-0.3,-0.168,-9.9,-2.2,-12.0,-0.2,2017
866,Andrew Nicholson,PF,27,TOT,38,0,342,6.1,15.8,0.387,0.7,3.8,0.185,5.4,12.0,0.452,1.3,2.0,0.643,2.1,6.5,8.7,1.4,2.3,0.9,2.4,7.8,14.2,85.0,108.0,5.9,0.42700000000000005,0.243,0.126,4.9,14.6,9.8,4.1,2.3,1.5,12.7,17.0,-0.5,0.4,-0.1,-0.019,-5.9,-0.5,-6.4,-0.4,2017
867,Joakim Noah,C,31,NYK,46,46,1015,4.9,10.0,0.49,0.0,0.0,0.0,4.9,9.9,0.493,1.7,3.8,0.436,8.0,11.9,19.9,5.1,1.5,1.8,2.9,6.3,11.4,111.0,108.0,15.2,0.491,0.005,0.386,17.1,25.6,21.4,14.1,1.5,3.0,19.7,12.6,1.0,1.2,2.2,0.106,-0.7,2.8,2.1,1.1,2017
868,Nerlens Noel,C,22,TOT,51,19,1047,8.8,14.8,0.595,0.0,0.0,0.0,8.8,14.8,0.597,3.7,5.3,0.6940000000000001,4.5,9.6,14.1,2.4,3.1,2.4,2.4,6.0,21.3,119.0,102.0,20.4,0.622,0.003,0.359,9.8,22.3,15.9,8.1,3.1,4.0,12.5,17.6,2.1,1.9,4.0,0.18100000000000002,-0.5,3.7,3.2,1.4,2017
869,Lucas Nogueira,C,24,TOR,57,6,1088,4.8,7.3,0.66,0.1,0.6,0.25,4.7,6.7,0.6940000000000001,2.0,3.1,0.657,3.8,7.5,11.4,2.0,2.4,4.1,2.1,6.4,11.8,125.0,102.0,15.5,0.682,0.077,0.429,8.5,16.8,12.7,5.4,2.4,7.1,19.9,9.5,1.7,2.0,3.7,0.16399999999999998,-0.1,5.6,5.4,2.0,2017
870,Steve Novak,PF,33,MIL,8,0,22,4.6,16.2,0.28600000000000003,2.3,13.9,0.16699999999999998,2.3,2.3,1.0,0.0,0.0,0.0,0.0,6.9,6.9,0.0,0.0,0.0,0.0,2.3,11.5,75.0,115.0,1.3,0.35700000000000004,0.857,0.0,0.0,15.7,7.9,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.075,-6.9,-6.7,-13.6,-0.1,2017
871,Dirk Nowitzki,PF,38,DAL,54,54,1424,10.8,24.8,0.43700000000000006,2.9,7.6,0.37799999999999995,7.9,17.1,0.46299999999999997,3.6,4.1,0.875,0.8,12.1,12.9,3.0,1.1,1.4,1.9,4.1,28.1,103.0,106.0,17.0,0.529,0.308,0.165,1.8,28.3,14.4,10.6,1.1,2.4,6.6,25.8,0.6,1.9,2.5,0.084,-1.6,0.3,-1.3,0.2,2017
872,Jusuf Nurkic,C,22,TOT,65,48,1391,9.6,18.9,0.507,0.0,0.0,0.0,9.6,18.8,0.508,4.2,7.4,0.5710000000000001,5.4,11.1,16.5,4.3,1.8,2.6,5.1,5.7,23.4,101.0,107.0,17.5,0.528,0.002,0.39299999999999996,12.3,24.8,18.6,13.9,1.8,4.2,18.6,23.9,0.2,1.8,2.0,0.068,-2.3,2.2,-0.2,0.6,2017
873,David Nwaba,SG,24,LAL,20,2,397,5.8,9.9,0.58,0.1,0.6,0.2,5.6,9.3,0.605,3.1,4.8,0.6409999999999999,2.1,5.6,7.7,1.7,1.6,0.9,1.4,4.4,14.7,121.0,114.0,12.2,0.611,0.062,0.48100000000000004,4.5,13.1,8.7,5.0,1.6,1.4,10.1,11.8,0.6,0.2,0.8,0.091,-1.7,-0.3,-1.9,0.0,2017
874,Johnny O'Bryant,PF,23,TOT,11,0,80,9.3,18.5,0.5,1.9,3.7,0.5,7.4,14.8,0.5,3.1,3.7,0.833,5.6,6.2,11.7,3.7,0.0,0.6,3.7,6.2,23.5,112.0,115.0,14.9,0.5820000000000001,0.2,0.2,12.4,13.7,13.1,12.7,0.0,1.0,15.5,21.1,0.1,0.0,0.1,0.08800000000000001,-0.2,-3.1,-3.3,0.0,2017
875,Kyle O'Quinn,C,26,NYK,79,8,1229,8.7,16.8,0.521,0.1,0.7,0.11800000000000001,8.7,16.1,0.5379999999999999,2.6,3.4,0.7709999999999999,6.4,11.5,17.9,4.8,1.5,4.2,3.1,7.1,20.2,114.0,105.0,20.5,0.552,0.040999999999999995,0.201,13.7,24.8,19.2,14.8,1.5,6.9,14.5,18.5,2.1,1.8,3.9,0.151,-0.1,3.7,3.5,1.7,2017
876,Daniel Ochefu,C,23,WAS,19,0,75,7.9,17.7,0.444,0.0,0.0,0.0,7.9,17.7,0.444,0.0,1.3,0.0,3.3,11.2,14.5,2.0,1.3,0.0,2.0,11.2,15.8,91.0,108.0,6.6,0.43,0.0,0.07400000000000001,7.6,25.4,16.5,5.8,1.3,0.0,9.7,18.0,-0.1,0.1,0.0,0.005,-6.5,-1.9,-8.4,-0.1,2017
877,Jahlil Okafor,C,21,PHI,50,33,1134,10.4,20.2,0.514,0.0,0.0,0.0,10.4,20.2,0.514,4.6,6.8,0.6709999999999999,3.5,6.8,10.3,2.5,0.9,2.1,3.9,5.2,25.3,101.0,110.0,14.8,0.546,0.0,0.335,7.8,15.5,11.7,9.0,0.9,3.4,14.4,24.1,0.1,1.1,1.2,0.05,-3.4,0.1,-3.3,-0.4,2017
878,Victor Oladipo,SG,24,OKC,67,67,2222,9.1,20.6,0.442,2.8,7.8,0.361,6.3,12.8,0.491,2.6,3.4,0.753,0.9,5.6,6.4,3.9,1.7,0.5,2.6,3.4,23.6,106.0,109.0,13.6,0.534,0.37799999999999995,0.165,1.9,12.6,7.2,12.5,1.7,0.8,10.6,21.4,1.7,2.3,4.0,0.085,-0.4,-0.9,-1.3,0.4,2017
879,Kelly Olynyk,C,25,BOS,75,6,1538,8.4,16.4,0.512,2.2,6.2,0.354,6.2,10.2,0.608,2.9,4.0,0.732,2.4,9.3,11.6,4.8,1.4,0.9,3.1,6.7,21.9,113.0,107.0,15.3,0.603,0.37799999999999995,0.242,5.3,20.7,13.1,15.2,1.4,1.5,14.6,19.0,2.2,1.9,4.1,0.127,0.1,0.5,0.7,1.0,2017
880,Arinze Onuaku,C,29,ORL,8,0,28,3.5,7.1,0.5,0.0,0.0,0.0,3.5,7.1,0.5,0.0,0.0,0.0,3.5,7.1,10.6,3.5,0.0,1.8,3.5,5.3,7.1,90.0,113.0,5.8,0.5,0.0,0.0,7.6,16.0,11.7,9.9,0.0,2.9,33.3,9.4,0.0,0.0,0.0,-0.005,-6.5,0.7,-5.9,0.0,2017
881,Chinanu Onuaku,C,20,HOU,5,1,52,4.6,6.5,0.7140000000000001,0.0,0.0,0.0,4.6,6.5,0.7140000000000001,3.7,3.7,1.0,1.8,7.4,9.2,2.8,2.8,0.9,3.7,5.5,12.9,119.0,106.0,12.3,0.799,0.0,0.5710000000000001,4.2,16.8,10.5,7.8,2.8,1.6,31.3,10.4,0.1,0.1,0.1,0.12300000000000001,-2.4,1.8,-0.6,0.0,2017
882,Kelly Oubre,SF,21,WAS,79,5,1605,5.7,13.6,0.42100000000000004,1.7,5.8,0.287,4.1,7.8,0.52,2.3,3.0,0.758,1.9,6.1,8.0,1.4,1.8,0.5,1.5,6.0,15.4,104.0,110.0,9.1,0.516,0.425,0.22399999999999998,4.3,14.0,9.2,4.0,1.8,0.9,9.3,14.6,0.6,1.5,2.0,0.061,-1.8,-0.5,-2.3,-0.1,2017
883,Zaza Pachulia,C,32,GSW,70,70,1268,6.2,11.6,0.534,0.0,0.1,0.0,6.2,11.6,0.5379999999999999,3.7,4.8,0.778,5.3,10.2,15.6,5.0,2.2,1.3,3.3,6.3,16.2,118.0,101.0,16.1,0.588,0.006999999999999999,0.41,12.9,22.0,17.7,13.6,2.2,2.0,19.4,15.3,2.3,2.5,4.7,0.17800000000000002,-0.3,3.0,2.7,1.5,2017
884,Georgios Papagiannis,C,19,SAC,22,0,355,8.0,14.5,0.5489999999999999,0.0,0.3,0.0,8.0,14.3,0.56,1.7,2.0,0.857,3.4,8.8,12.3,2.9,0.4,2.4,3.4,6.3,17.7,104.0,111.0,12.7,0.573,0.02,0.13699999999999998,7.9,20.0,14.0,9.0,0.4,4.4,18.2,16.9,0.1,0.3,0.4,0.057,-3.5,0.8,-2.7,-0.1,2017
885,Jabari Parker,PF,21,MIL,51,50,1728,11.7,23.9,0.49,1.9,5.2,0.365,9.8,18.7,0.525,4.8,6.4,0.743,2.3,6.9,9.2,4.2,1.5,0.6,2.7,3.3,30.1,110.0,110.0,19.1,0.563,0.21899999999999997,0.268,5.4,15.7,10.6,14.3,1.5,1.1,9.3,26.5,2.6,1.5,4.0,0.11199999999999999,1.5,-1.3,0.2,1.0,2017
