,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
2338,Tony Parker,PG,31,SAS,68,68,1997,11.5,23.1,0.499,0.6,1.7,0.373,10.9,21.4,0.509,5.0,6.1,0.8109999999999999,0.4,3.5,3.9,9.8,0.9,0.2,3.8,2.2,28.7,110.0,107.0,18.9,0.555,0.073,0.266,1.0,7.5,4.4,31.7,0.9,0.3,12.9,26.5,3.9,1.9,5.9,0.141,1.3,-1.8,-0.5,0.8,2014
2339,Chandler Parsons,SF,25,HOU,74,74,2783,8.3,17.7,0.472,2.3,6.3,0.37,6.0,11.4,0.528,2.9,4.0,0.742,1.2,6.1,7.3,5.3,1.6,0.5,2.6,3.0,22.0,114.0,108.0,15.9,0.565,0.35600000000000004,0.224,2.9,12.8,8.2,17.3,1.6,0.8,11.7,19.3,5.1,2.5,7.6,0.131,2.2,0.4,2.6,3.2,2014
2340,Patrick Patterson,PF,24,TOT,65,13,1533,7.6,16.6,0.46,1.9,5.1,0.364,5.8,11.4,0.503,1.7,2.4,0.7040000000000001,4.0,7.6,11.6,2.6,1.9,1.3,2.2,5.4,18.8,109.0,105.0,14.6,0.5329999999999999,0.309,0.145,8.8,17.1,12.9,8.5,1.9,1.9,11.1,17.2,1.8,2.0,3.8,0.118,0.4,1.1,1.5,1.3,2014
2341,Chris Paul,PG,28,LAC,62,62,2171,9.4,20.0,0.467,1.8,4.9,0.368,7.6,15.2,0.498,6.8,8.0,0.855,0.9,5.3,6.2,15.3,3.5,0.1,3.3,3.6,27.3,125.0,103.0,25.9,0.58,0.244,0.397,2.0,11.4,6.9,48.9,3.5,0.1,12.4,23.7,9.0,3.2,12.2,0.27,6.8,0.6,7.4,5.2,2014
2343,Kendrick Perkins,C,29,OKC,62,62,1207,3.6,8.0,0.451,0.0,0.0,0.0,3.6,8.0,0.453,1.5,2.8,0.552,3.4,9.3,12.7,2.8,1.1,1.3,3.7,7.4,8.8,88.0,104.0,6.3,0.474,0.005,0.34700000000000003,8.0,19.9,14.2,7.6,1.1,2.2,28.8,11.5,-0.9,1.7,0.8,0.031,-4.7,2.1,-2.7,-0.2,2014
2344,Paul Pierce,SF,36,BRK,75,68,2098,8.0,17.8,0.451,2.8,7.5,0.373,5.2,10.3,0.507,6.4,7.8,0.826,0.7,8.1,8.7,4.5,2.2,0.8,3.8,4.8,25.3,109.0,106.0,16.8,0.595,0.421,0.435,1.5,18.3,9.9,14.5,2.2,1.2,15.3,22.4,2.9,2.3,5.2,0.119,1.3,0.2,1.5,1.8,2014
2346,Mason Plumlee,C,23,BRK,70,22,1275,8.2,12.4,0.659,0.0,0.1,0.0,8.2,12.3,0.6659999999999999,5.0,8.0,0.626,4.1,8.6,12.7,2.5,2.0,2.3,3.2,7.0,21.4,121.0,104.0,19.0,0.67,0.01,0.6459999999999999,9.3,19.6,14.5,8.1,2.0,3.6,16.6,17.1,3.0,1.7,4.7,0.17600000000000002,0.5,1.9,2.4,1.4,2014
2347,Miles Plumlee,C,25,PHO,80,79,1964,7.3,14.1,0.517,0.0,0.0,0.0,7.3,14.1,0.517,1.9,3.4,0.561,5.1,10.9,16.0,1.1,1.3,2.3,2.8,4.7,16.5,104.0,104.0,14.6,0.529,0.0,0.239,11.3,24.4,17.9,3.3,1.3,3.5,15.4,16.2,1.2,2.8,4.0,0.098,-2.8,1.3,-1.5,0.2,2014
2351,Phil Pressey,PG,22,BOS,75,11,1132,3.5,11.5,0.308,1.3,4.8,0.264,2.3,6.7,0.34,1.3,2.0,0.644,0.9,3.9,4.8,11.0,3.1,0.2,4.0,4.4,9.7,89.0,107.0,8.8,0.39,0.419,0.17800000000000002,1.9,8.8,5.3,30.8,3.1,0.3,24.2,14.1,-1.0,1.1,0.1,0.005,-3.7,-0.6,-4.4,-0.7,2014
2354,Pablo Prigioni,PG,36,NYK,66,27,1283,3.6,7.9,0.461,2.7,5.8,0.464,1.0,2.1,0.451,0.5,0.5,0.917,1.5,3.9,5.3,9.5,2.8,0.1,2.5,5.5,10.4,127.0,110.0,13.0,0.642,0.733,0.063,3.2,8.8,5.9,25.6,2.8,0.1,23.4,9.3,2.5,0.9,3.4,0.127,1.5,-0.9,0.6,0.8,2014
2355,Tayshaun Prince,SF,33,MEM,76,76,1948,5.5,13.5,0.407,0.5,1.9,0.29,4.9,11.6,0.426,0.9,1.6,0.5670000000000001,0.9,5.5,6.4,3.3,1.1,0.5,1.1,1.7,12.4,97.0,108.0,8.2,0.438,0.14,0.122,1.9,12.3,7.1,8.9,1.1,0.8,7.3,13.3,-0.2,1.8,1.5,0.038,-3.1,0.6,-2.6,-0.3,2014
2359,Zach Randolph,PF,32,MEM,79,79,2705,11.1,23.7,0.467,0.0,0.4,0.1,11.0,23.3,0.474,4.9,6.7,0.742,5.2,10.5,15.7,3.9,1.1,0.5,3.6,4.1,27.1,105.0,105.0,18.3,0.51,0.017,0.281,11.6,23.3,17.4,12.7,1.1,0.7,12.0,26.1,2.9,3.5,6.4,0.113,0.1,0.4,0.4,1.7,2014
2362,Luke Ridnour,PG,32,TOT,61,14,1141,5.8,15.0,0.385,1.7,4.9,0.343,4.1,10.0,0.406,0.8,1.2,0.654,1.1,3.4,4.4,8.0,1.5,0.4,3.0,4.2,14.0,95.0,112.0,9.0,0.452,0.33,0.08,2.2,7.6,4.8,24.3,1.5,0.6,16.3,16.1,-0.3,0.4,0.1,0.005,-2.7,-2.4,-5.1,-0.9,2014
2363,Austin Rivers,PG,21,NOP,69,4,1339,7.5,18.4,0.405,1.4,3.9,0.364,6.1,14.6,0.416,4.3,6.7,0.636,1.0,4.0,5.0,6.2,1.8,0.4,3.0,5.2,20.6,99.0,113.0,11.6,0.482,0.209,0.365,2.2,9.1,5.6,18.7,1.8,0.6,12.3,21.3,0.2,0.4,0.6,0.023,-1.5,-2.5,-3.9,-0.7,2014
2365,Brian Roberts,PG,28,NOP,72,42,1667,7.6,18.1,0.42,2.0,5.6,0.36,5.6,12.6,0.447,3.9,4.2,0.94,0.5,3.7,4.2,7.3,1.3,0.2,3.0,4.1,21.1,108.0,114.0,13.4,0.529,0.306,0.229,1.2,8.4,4.7,22.1,1.3,0.4,12.9,20.0,2.0,0.2,2.2,0.063,0.3,-3.2,-2.9,-0.4,2014
2367,Thomas Robinson,PF,22,POR,70,0,873,8.2,17.0,0.481,0.0,0.1,0.0,8.2,16.9,0.483,3.3,5.9,0.564,6.1,11.7,17.8,2.0,1.3,1.2,3.3,7.6,19.6,102.0,104.0,14.1,0.502,0.003,0.345,13.1,24.6,18.9,6.0,1.3,1.6,14.5,19.7,0.4,1.2,1.6,0.09,-3.1,-0.1,-3.2,-0.3,2014
2370,Terrence Ross,SG,22,TOR,81,62,2159,7.7,18.2,0.423,3.9,9.9,0.395,3.8,8.3,0.458,2.0,2.4,0.8370000000000001,1.0,5.1,6.1,1.9,1.5,0.7,2.1,4.4,21.3,107.0,107.0,12.0,0.5529999999999999,0.5429999999999999,0.13,2.3,11.3,6.8,6.1,1.5,1.0,10.0,18.6,2.0,2.2,4.2,0.094,0.6,-0.7,-0.1,1.0,2014
2371,Ricky Rubio,PG,23,MIN,82,82,2638,4.8,12.5,0.381,0.8,2.5,0.331,3.9,10.0,0.393,4.2,5.3,0.802,1.1,5.3,6.4,13.2,3.6,0.2,4.1,4.1,14.6,106.0,104.0,15.4,0.491,0.199,0.422,2.5,11.9,7.1,37.8,3.6,0.3,21.8,16.4,2.2,3.6,5.9,0.107,0.0,1.5,1.5,2.3,2014
2373,Robert Sacre,C,24,LAL,65,13,1089,6.4,13.4,0.477,0.0,0.0,0.0,6.4,13.4,0.477,2.9,4.2,0.6809999999999999,3.7,7.7,11.3,2.3,1.1,2.1,2.0,6.0,15.6,105.0,110.0,12.1,0.513,0.0,0.313,8.0,16.9,12.5,7.0,1.1,3.1,11.4,15.5,0.7,0.7,1.4,0.061,-3.1,0.7,-2.3,-0.1,2014
2374,John Salmons,SG-SF,34,TOT,78,8,1726,4.5,12.4,0.363,1.9,4.9,0.387,2.6,7.5,0.348,1.2,1.6,0.769,0.6,4.3,4.9,4.4,1.4,0.6,1.6,3.7,12.1,100.0,108.0,7.8,0.462,0.395,0.126,1.3,9.6,5.5,12.8,1.4,0.9,11.0,12.8,0.2,1.4,1.7,0.046,-2.2,0.1,-2.1,0.0,2014
2377,Luis Scola,PF,33,IND,82,2,1399,9.8,20.8,0.47,0.0,0.3,0.14300000000000002,9.7,20.5,0.474,3.7,5.0,0.728,3.2,11.3,14.5,3.0,1.0,0.6,4.0,6.1,23.2,96.0,99.0,13.4,0.505,0.013,0.243,7.2,23.4,15.7,10.4,1.0,0.9,14.8,23.8,-0.4,2.8,2.5,0.084,-4.3,0.5,-3.8,-0.6,2014
2378,Mike Scott,PF,25,ATL,80,6,1482,10.3,21.5,0.479,2.1,6.8,0.31,8.2,14.6,0.5579999999999999,3.5,4.5,0.78,2.1,7.6,9.7,2.6,1.0,0.2,2.7,4.1,26.3,105.0,108.0,15.3,0.5589999999999999,0.318,0.21,4.9,17.2,11.1,8.9,1.0,0.4,10.3,23.5,1.3,1.2,2.6,0.084,-0.7,-2.3,-3.0,-0.4,2014
2379,Thabo Sefolosha,SG,29,OKC,61,61,1584,4.5,10.8,0.415,1.5,4.8,0.316,3.0,6.0,0.495,1.7,2.2,0.768,1.6,5.4,7.0,3.0,2.5,0.5,1.7,2.9,12.2,106.0,104.0,10.4,0.517,0.447,0.203,3.7,11.5,7.8,8.3,2.5,0.9,12.9,11.9,0.9,2.1,3.0,0.092,-0.7,1.5,0.8,1.1,2014
2381,Ramon Sessions,PG,27,TOT,83,19,2214,7.8,18.1,0.429,0.8,2.9,0.282,6.9,15.2,0.457,7.7,9.5,0.807,0.9,3.9,4.8,8.0,1.2,0.2,3.5,2.1,24.0,108.0,111.0,16.0,0.539,0.161,0.525,1.9,8.6,5.2,25.7,1.2,0.3,13.5,22.7,3.1,1.2,4.3,0.094,0.1,-2.3,-2.2,-0.1,2014
2384,Iman Shumpert,SG,23,NYK,74,58,1962,5.0,13.1,0.378,2.1,6.2,0.333,2.9,6.9,0.418,1.4,1.9,0.746,2.2,6.2,8.3,3.5,2.5,0.4,2.1,5.7,13.4,100.0,108.0,9.6,0.48,0.471,0.147,4.7,14.0,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2.0,0.048,-0.8,0.7,-0.1,0.9,2014
2385,Alexey Shved,SG,25,MIN,63,0,664,5.6,17.6,0.321,2.2,7.6,0.294,3.4,10.0,0.341,5.1,6.7,0.7559999999999999,1.6,4.5,6.0,5.1,1.9,1.2,3.6,2.7,18.6,93.0,107.0,10.2,0.452,0.43,0.38,3.4,10.1,6.6,14.9,1.9,1.8,14.8,20.8,-0.4,0.7,0.2,0.017,-2.7,-0.4,-3.1,-0.2,2014
2387,Kyle Singler,SF,25,DET,82,36,2337,5.8,13.0,0.447,2.0,5.3,0.382,3.8,7.7,0.4920000000000001,3.3,4.0,0.826,2.5,4.0,6.6,1.6,1.3,0.8,1.7,4.6,17.0,117.0,113.0,11.8,0.574,0.409,0.306,5.2,9.2,7.1,4.7,1.3,1.3,10.4,14.0,3.6,0.7,4.4,0.09,0.7,-0.8,-0.1,1.1,2014
2393,Ish Smith,PG,25,PHO,70,1,1006,5.9,14.0,0.423,0.0,1.1,0.043,5.9,12.9,0.457,1.1,1.9,0.564,1.5,4.9,6.4,8.9,2.4,0.6,3.2,3.3,13.0,98.0,107.0,11.7,0.438,0.08199999999999999,0.139,3.5,10.9,7.2,26.0,2.4,1.0,17.9,15.9,0.0,1.0,1.0,0.048,-2.7,0.5,-2.3,-0.1,2014
2394,J.R. Smith,SF,28,NYK,74,37,2421,8.7,21.0,0.415,4.2,10.5,0.394,4.5,10.4,0.436,2.0,3.0,0.652,0.8,5.7,6.5,4.8,1.4,0.4,2.4,4.3,23.5,106.0,111.0,14.0,0.527,0.503,0.145,1.7,13.1,7.2,15.1,1.4,0.7,9.6,21.6,2.5,1.2,3.7,0.073,1.8,-1.6,0.1,1.3,2014
2396,Josh Smith,SF,28,DET,77,76,2730,9.6,22.8,0.419,1.3,4.9,0.264,8.3,17.9,0.462,3.0,5.6,0.532,1.9,7.7,9.6,4.7,1.9,2.0,3.7,3.6,23.4,95.0,108.0,14.1,0.463,0.215,0.244,3.9,17.6,10.4,15.0,1.9,3.2,12.7,24.5,-1.4,2.5,1.1,0.02,-1.7,1.1,-0.6,0.9,2014
2397,Tony Snell,SG,22,CHI,77,12,1231,5.6,14.5,0.384,2.5,7.7,0.32,3.1,6.8,0.456,1.3,1.8,0.7559999999999999,0.8,4.5,5.4,2.9,1.3,0.6,1.9,3.6,15.0,97.0,104.0,8.0,0.489,0.53,0.122,1.8,9.6,5.7,9.1,1.3,0.9,11.1,14.9,-0.1,1.7,1.6,0.063,-2.9,-0.2,-3.0,-0.3,2014
2399,Marreese Speights,C,26,GSW,79,3,982,9.9,22.5,0.441,0.4,1.6,0.258,9.5,20.9,0.455,5.6,6.8,0.821,5.1,9.6,14.7,1.6,0.5,1.7,3.4,7.5,25.8,102.0,103.0,15.2,0.507,0.07,0.303,11.4,20.6,16.1,5.3,0.5,2.6,11.6,25.4,0.6,1.5,2.1,0.103,-3.9,-1.3,-5.2,-0.8,2014
2400,Tiago Splitter,C,29,SAS,59,50,1271,7.2,13.8,0.523,0.0,0.1,0.0,7.2,13.6,0.528,4.8,6.9,0.6990000000000001,4.9,9.5,14.4,3.6,1.2,1.2,3.0,4.7,19.2,114.0,102.0,16.5,0.5720000000000001,0.009000000000000001,0.5,11.4,20.5,16.1,10.1,1.2,1.8,15.1,17.7,2.3,2.1,4.3,0.163,-0.1,2.1,1.9,1.3,2014
2402,Lance Stephenson,SG,23,IND,78,78,2752,8.1,16.4,0.491,1.6,4.6,0.35200000000000004,6.4,11.8,0.545,2.6,3.7,0.711,1.8,8.7,10.5,6.8,1.0,0.1,4.0,3.7,20.4,106.0,101.0,14.7,0.564,0.28,0.226,4.1,18.1,11.4,22.1,1.0,0.2,18.0,19.4,2.6,4.8,7.4,0.13,0.7,1.7,2.3,3.0,2014
2405,Amar'e Stoudemire,C,31,NYK,65,21,1466,11.3,20.2,0.557,0.0,0.0,0.0,11.3,20.2,0.557,5.4,7.4,0.7390000000000001,4.1,7.5,11.6,1.2,0.8,1.3,3.3,5.8,28.0,112.0,110.0,18.8,0.596,0.0,0.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,2.9,0.9,3.8,0.124,-0.8,-2.3,-3.1,-0.4,2014
2406,Rodney Stuckey,SG,27,DET,73,5,1950,9.6,22.1,0.436,0.6,2.3,0.273,9.0,19.8,0.455,6.3,7.6,0.836,1.0,3.4,4.4,3.9,1.4,0.3,3.2,3.4,26.2,105.0,113.0,14.0,0.516,0.103,0.342,2.1,7.7,4.7,12.7,1.4,0.4,11.3,24.3,1.8,0.4,2.2,0.053,-1.2,-2.9,-4.1,-1.0,2014
2407,Jared Sullinger,PF,21,BOS,74,44,2041,9.7,22.7,0.4270000000000001,1.4,5.2,0.269,8.3,17.4,0.475,4.0,5.1,0.778,6.1,9.1,15.1,3.0,0.9,1.2,3.0,6.3,24.8,105.0,107.0,16.4,0.4970000000000001,0.231,0.226,13.0,20.6,16.7,10.1,0.9,1.8,10.7,24.1,1.9,2.0,3.9,0.091,0.3,-0.6,-0.3,0.9,2014
2410,Jeff Teague,PG,25,ATL,79,79,2542,9.1,20.8,0.438,1.5,4.5,0.329,7.6,16.3,0.469,6.3,7.5,0.846,0.7,3.5,4.2,10.5,1.8,0.3,4.6,3.2,26.0,106.0,109.0,17.1,0.541,0.21600000000000005,0.362,1.6,7.9,4.7,35.1,1.8,0.5,16.1,25.7,3.3,1.9,5.2,0.098,0.9,-2.0,-1.1,0.6,2014
2412,Mirza Teletovic,SF,28,BRK,72,7,1396,8.3,19.9,0.418,5.1,13.1,0.39,3.2,6.8,0.472,1.7,2.3,0.71,2.3,7.7,10.0,2.1,1.1,0.9,2.0,5.4,23.4,108.0,109.0,14.3,0.5589999999999999,0.66,0.117,5.2,17.6,11.4,7.1,1.1,1.4,8.8,20.5,1.6,1.1,2.7,0.094,1.5,-2.0,-0.5,0.5,2014
2413,Garrett Temple,SG,27,WAS,75,0,638,4.1,11.4,0.362,0.5,2.3,0.207,3.6,9.0,0.402,2.4,3.5,0.698,1.7,3.8,5.5,5.8,2.8,0.9,3.4,5.8,11.1,89.0,104.0,7.8,0.431,0.206,0.305,3.8,8.7,6.2,15.8,2.8,1.4,20.8,14.3,-0.5,0.9,0.3,0.025,-4.6,1.0,-3.7,-0.3,2014
2417,Isaiah Thomas,PG,24,SAC,72,54,2497,10.1,22.3,0.453,2.6,7.4,0.349,7.5,14.9,0.504,7.0,8.3,0.85,1.0,3.3,4.3,9.2,1.9,0.2,4.3,3.8,29.8,114.0,111.0,20.5,0.574,0.332,0.371,2.1,7.5,4.7,32.2,1.9,0.3,14.3,26.3,6.4,1.3,7.7,0.149,5.0,-2.1,2.9,3.1,2014
2420,Hollis Thompson,SF,22,PHI,77,41,1742,4.8,10.3,0.46,1.9,4.6,0.401,2.9,5.7,0.507,1.4,2.0,0.7120000000000001,2.0,4.8,6.9,2.0,1.5,0.3,1.7,4.0,12.8,110.0,112.0,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,1.4,0.6,2.0,0.055,-1.8,-1.2,-3.0,-0.4,2014
2421,Jason Thompson,PF,27,SAC,82,61,2007,6.4,12.6,0.506,0.0,0.0,0.0,6.4,12.6,0.506,2.1,3.7,0.579,3.9,9.5,13.4,1.3,0.8,1.4,2.4,6.4,14.9,103.0,108.0,11.1,0.523,0.0,0.292,8.5,21.3,14.8,4.1,0.8,2.3,14.5,14.4,0.9,1.7,2.7,0.064,-3.0,0.5,-2.5,-0.3,2014
2422,Klay Thompson,SG,23,GSW,81,81,2868,9.7,21.9,0.444,3.9,9.3,0.417,5.8,12.6,0.464,2.6,3.2,0.795,0.7,3.7,4.3,3.1,1.3,0.6,2.3,4.1,25.9,108.0,106.0,14.3,0.555,0.425,0.147,1.5,7.9,4.7,10.2,1.3,1.0,9.2,22.6,3.5,3.2,6.7,0.112,1.3,-0.6,0.7,1.9,2014
2423,Tristan Thompson,PF,22,CLE,82,82,2594,7.2,15.1,0.477,0.0,0.0,0.0,7.2,15.1,0.478,4.7,6.7,0.693,5.3,9.6,15.0,1.4,0.8,0.7,2.1,3.7,19.1,110.0,108.0,14.9,0.528,0.001,0.445,11.4,21.5,16.3,4.5,0.8,1.1,10.6,17.5,3.4,2.3,5.7,0.106,-1.5,-0.5,-2.0,0.0,2014
2424,Marcus Thornton,SG,26,TOT,72,27,1741,7.4,18.9,0.394,3.2,9.3,0.345,4.2,9.5,0.443,2.7,3.3,0.804,1.7,4.2,5.8,2.3,1.7,0.3,2.0,3.2,20.8,103.0,110.0,12.0,0.511,0.495,0.175,3.7,9.4,6.6,7.3,1.7,0.5,8.9,19.7,1.0,1.0,2.0,0.055,0.1,-1.7,-1.6,0.2,2014
2426,Anthony Tolliver,PF,28,CHA,64,9,1298,5.2,12.3,0.42,4.1,9.9,0.413,1.1,2.4,0.45,1.3,1.6,0.805,1.3,5.4,6.7,1.7,0.8,0.6,0.9,3.3,15.7,118.0,107.0,11.0,0.605,0.805,0.134,2.9,11.8,7.3,5.0,0.8,0.9,6.6,12.4,1.9,1.3,3.2,0.117,0.8,-0.5,0.3,0.8,2014
2427,P.J. Tucker,SF,28,PHO,81,81,2490,5.3,12.4,0.431,1.5,3.8,0.387,3.8,8.5,0.45,3.1,4.0,0.7759999999999999,3.2,7.4,10.6,2.8,2.2,0.5,2.1,4.1,15.3,113.0,106.0,13.3,0.54,0.311,0.327,7.3,16.6,11.9,8.1,2.2,0.7,12.7,14.2,3.3,2.8,6.1,0.117,0.7,1.6,2.3,2.7,2014
2430,Evan Turner,SF,25,TOT,81,56,2457,8.7,20.4,0.425,1.0,3.1,0.321,7.7,17.3,0.444,4.3,5.2,0.813,1.2,6.9,8.2,5.2,1.3,0.1,3.8,3.9,22.6,97.0,109.0,12.4,0.498,0.153,0.257,2.7,15.7,9.0,17.8,1.3,0.2,14.3,23.2,-0.5,1.8,1.4,0.027000000000000003,-2.4,-1.3,-3.7,-1.0,2014
2434,Jonas Valanciunas,C,21,TOR,81,81,2282,8.2,15.5,0.531,0.0,0.0,0.0,8.2,15.5,0.532,4.5,6.0,0.762,5.2,11.2,16.4,1.3,0.5,1.6,3.1,5.7,21.0,112.0,104.0,16.1,0.579,0.001,0.385,11.5,25.1,18.2,4.2,0.5,2.5,14.7,18.5,3.5,3.2,6.7,0.141,-1.6,0.2,-1.4,0.3,2014
2435,Anderson Varejao,C,31,CLE,65,29,1800,6.5,13.1,0.495,0.0,0.2,0.0,6.5,12.9,0.502,2.6,3.9,0.6809999999999999,5.4,12.7,18.0,4.0,2.0,1.1,2.1,4.7,15.6,114.0,103.0,17.0,0.527,0.015,0.294,11.4,28.2,19.6,12.2,2.0,1.8,12.2,14.6,2.7,2.7,5.4,0.14400000000000002,-0.4,3.0,2.7,2.1,2014
2437,Greivis Vasquez,SG-PG,27,TOT,79,23,1779,8.1,19.2,0.421,3.2,8.4,0.377,4.9,10.8,0.455,2.8,3.2,0.88,0.6,4.5,5.0,9.4,0.9,0.1,3.7,4.2,22.1,108.0,110.0,14.1,0.537,0.439,0.16399999999999998,1.3,10.0,5.6,30.4,0.9,0.2,15.4,21.1,2.4,1.2,3.6,0.097,1.2,-2.6,-1.4,0.3,2014
2443,Dion Waiters,SG,22,CLE,70,24,2072,10.7,24.7,0.433,2.3,6.2,0.368,8.4,18.5,0.455,4.0,5.8,0.685,0.8,4.1,4.9,5.2,1.6,0.4,3.8,3.8,27.7,99.0,110.0,14.0,0.508,0.252,0.237,1.7,9.0,5.3,18.2,1.6,0.7,12.3,26.9,0.3,1.3,1.6,0.037000000000000005,-0.2,-1.8,-2.1,0.0,2014
2444,Kemba Walker,PG,23,CHA,73,73,2614,8.9,22.7,0.393,2.2,6.5,0.333,6.8,16.2,0.417,5.6,6.7,0.8370000000000001,0.8,5.3,6.1,8.9,1.7,0.6,3.4,2.5,25.6,103.0,105.0,16.8,0.499,0.28600000000000003,0.295,1.7,11.6,6.6,29.7,1.7,1.0,11.6,25.8,1.8,3.3,5.1,0.093,1.6,0.2,1.7,2.4,2014
2445,John Wall,PG,23,WAS,82,82,2980,10.0,23.1,0.433,1.9,5.3,0.35100000000000003,8.1,17.8,0.458,5.5,6.8,0.805,0.7,5.1,5.8,12.5,2.6,0.7,5.1,3.8,27.4,106.0,104.0,19.5,0.524,0.23,0.295,1.5,11.7,6.5,40.5,2.6,1.1,16.3,27.4,4.0,4.0,7.9,0.128,2.4,0.2,2.6,3.4,2014
2446,Gerald Wallace,SF,31,BOS,58,16,1416,4.2,8.4,0.504,0.7,2.3,0.297,3.5,6.0,0.584,1.7,3.7,0.465,1.3,6.4,7.7,5.2,2.7,0.5,3.5,2.9,10.8,95.0,106.0,10.0,0.5429999999999999,0.278,0.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,-0.3,1.6,1.3,0.043,-2.5,2.2,-0.3,0.6,2014
2448,C.J. Watson,PG,29,IND,63,5,1193,6.4,14.5,0.4370000000000001,2.3,6.3,0.366,4.0,8.2,0.4920000000000001,3.0,3.8,0.784,0.8,3.6,4.4,4.7,2.6,0.3,2.6,2.9,18.0,107.0,100.0,13.0,0.555,0.434,0.263,1.9,7.4,4.8,14.4,2.6,0.5,13.9,16.6,1.1,2.1,3.2,0.13,-0.3,0.8,0.5,0.7,2014
2451,Martell Webster,SF,27,WAS,78,13,2157,6.1,14.0,0.433,3.5,8.9,0.392,2.6,5.1,0.502,2.5,3.0,0.84,0.9,4.4,5.3,2.3,1.0,0.4,1.4,3.6,18.1,116.0,108.0,11.5,0.591,0.634,0.213,2.0,10.1,6.0,6.7,1.0,0.6,8.3,14.7,3.3,1.7,5.0,0.112,1.0,-1.1,-0.1,1.0,2014
2452,David West,PF,33,IND,80,80,2472,9.6,19.7,0.488,0.1,0.3,0.267,9.5,19.4,0.491,4.2,5.3,0.789,2.5,8.9,11.4,4.7,1.3,1.6,2.8,3.9,23.5,108.0,99.0,17.5,0.5329999999999999,0.016,0.267,5.7,18.3,12.3,16.1,1.3,2.3,11.2,21.9,3.1,5.0,8.1,0.157,-0.6,2.7,2.0,2.5,2014
2456,Deron Williams,PG,29,BRK,64,58,2059,8.2,18.3,0.45,2.5,6.8,0.366,5.7,11.4,0.5,4.4,5.5,0.8009999999999999,0.4,3.9,4.3,10.0,2.4,0.3,3.6,3.8,23.3,112.0,109.0,17.6,0.564,0.374,0.302,0.9,8.9,4.9,32.8,2.4,0.5,15.0,21.8,3.8,1.5,5.4,0.125,2.7,-1.5,1.2,1.6,2014
2457,Derrick Williams,SF-PF,22,TOT,78,15,1820,5.7,13.4,0.4270000000000001,0.7,2.8,0.263,5.0,10.7,0.47,5.2,7.2,0.718,2.0,7.0,9.0,1.6,1.3,0.6,2.1,3.2,17.4,105.0,109.0,11.5,0.524,0.205,0.537,4.3,15.8,10.0,4.7,1.3,0.9,11.3,16.2,1.3,1.3,2.6,0.068,-2.1,-0.5,-2.6,-0.3,2014
2458,Elliot Williams,SG,24,PHI,67,2,1157,5.9,14.1,0.415,1.5,5.2,0.29600000000000004,4.3,8.9,0.486,3.6,5.0,0.731,1.3,4.2,5.4,3.0,1.5,0.1,2.8,5.3,16.9,98.0,113.0,8.7,0.519,0.371,0.353,2.7,9.7,6.1,9.4,1.5,0.2,14.9,16.7,0.0,0.3,0.3,0.014,-3.2,-2.6,-5.7,-1.1,2014
2459,Lou Williams,PG,27,ATL,60,7,1445,6.9,17.3,0.4,2.8,8.1,0.342,4.1,9.2,0.45,5.3,6.3,0.8490000000000001,0.4,4.0,4.4,7.4,1.6,0.1,3.2,2.3,21.9,107.0,109.0,14.2,0.547,0.469,0.363,0.8,9.1,5.0,22.9,1.6,0.2,13.9,20.9,1.6,1.0,2.6,0.087,0.3,-2.1,-1.8,0.1,2014
2460,Marvin Williams,PF,27,UTA,66,50,1674,7.2,16.5,0.439,2.6,7.3,0.359,4.6,9.2,0.503,1.8,2.3,0.7809999999999999,2.6,7.9,10.5,2.4,1.7,1.0,1.7,4.7,18.9,110.0,110.0,14.0,0.54,0.445,0.139,5.5,17.9,11.5,7.7,1.7,1.5,8.7,16.7,1.9,1.0,2.9,0.084,0.5,-0.3,0.2,0.9,2014
2461,Mo Williams,PG,31,POR,74,0,1834,7.7,18.5,0.417,2.3,6.2,0.369,5.4,12.3,0.441,2.2,2.5,0.8759999999999999,1.2,3.1,4.2,8.9,1.5,0.3,4.1,5.4,19.9,102.0,110.0,11.8,0.507,0.335,0.132,2.5,6.4,4.5,26.7,1.5,0.4,17.3,20.5,1.0,1.2,2.2,0.056,-0.2,-1.7,-2.0,0.0,2014
2464,Jeff Withey,C,23,NOP,58,4,684,5.3,9.8,0.535,0.0,0.1,0.0,5.3,9.7,0.539,4.0,5.6,0.7120000000000001,3.7,7.7,11.4,2.0,1.1,3.8,1.5,5.6,14.5,122.0,108.0,15.2,0.59,0.008,0.5660000000000001,8.2,17.4,12.7,5.6,1.1,6.1,11.0,12.0,1.2,0.6,1.8,0.128,-1.4,1.7,0.3,0.4,2014
