,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
249,Dahntay Jones,SF,34,LAC,33,0,123,2.5,8.7,0.28600000000000003,0.0,1.6,0.0,2.5,7.0,0.353,3.7,4.5,0.818,0.4,4.1,4.5,0.8,1.2,0.0,0.4,9.5,8.7,91,109,1.9,0.406,0.19,0.524,0.9,9.0,5.0,2.1,1.2,0.0,3.7,9.8,0.0,0.1,0.0,0.013000000000000001,-5.2,-1.3,-6.4,-0.1,2015
250,James Jones,SF,34,CLE,57,2,669,5.7,15.6,0.368,4.9,13.6,0.36,0.9,2.0,0.423,3.0,3.6,0.848,0.7,4.1,4.8,1.9,1.0,0.6,1.0,5.2,19.4,117,110,11.1,0.565,0.871,0.22899999999999998,1.6,9.0,5.3,5.4,1.0,0.9,5.5,15.8,1.2,0.4,1.5,0.11,1.4,-2.8,-1.4,0.1,2015
251,Perry Jones,SF,23,OKC,43,13,631,5.8,14.6,0.397,1.1,4.8,0.233,4.7,9.9,0.47600000000000003,1.9,2.9,0.649,0.5,5.6,6.0,1.4,1.4,0.6,1.9,4.0,14.6,92,108,6.9,0.45899999999999996,0.326,0.201,1.0,11.7,6.5,4.2,1.4,1.0,10.7,15.3,-0.3,0.5,0.2,0.015,-4.2,-1.2,-5.4,-0.5,2015
252,Terrence Jones,PF,23,HOU,33,24,889,8.8,16.7,0.528,0.7,2.1,0.35100000000000003,8.1,14.7,0.5529999999999999,3.2,5.3,0.606,4.4,7.9,12.3,2.0,1.0,3.3,2.1,4.4,21.6,114,102,18.3,0.5670000000000001,0.124,0.314,9.7,17.6,13.7,6.9,1.0,5.2,9.8,18.4,1.7,1.3,3.0,0.16,-0.6,1.9,1.3,0.7,2015
253,DeAndre Jordan,C,26,LAC,82,82,2820,6.8,9.6,0.71,0.0,0.1,0.25,6.8,9.5,0.713,3.4,8.5,0.397,7.1,14.9,22.0,1.1,1.5,3.3,2.0,4.4,17.0,126,98,21.0,0.638,0.006999999999999999,0.882,16.2,32.4,24.5,3.2,1.5,5.4,12.8,13.6,7.4,5.4,12.8,0.217,0.9,3.2,4.1,4.3,2015
254,Jerome Jordan,C,28,BRK,44,0,383,6.8,12.7,0.532,0.0,0.0,,6.8,12.7,0.532,5.1,5.9,0.8640000000000001,7.0,7.2,14.2,1.8,1.1,2.0,3.0,7.8,18.7,119,107,16.8,0.609,0.0,0.46799999999999997,15.3,15.5,15.4,5.3,1.1,3.1,16.3,16.1,0.9,0.3,1.2,0.156,-0.2,0.0,-0.2,0.2,2015
255,Cory Joseph,PG,23,SAS,79,14,1444,7.3,14.6,0.504,0.6,1.6,0.364,6.8,13.0,0.52,3.7,5.1,0.7340000000000001,1.6,5.2,6.8,6.7,1.6,0.6,2.4,3.7,19.0,115,104,15.5,0.564,0.107,0.348,3.5,11.4,7.5,19.7,1.6,0.9,12.4,17.0,2.7,1.8,4.5,0.149,0.2,0.5,0.7,1.0,2015
256,Chris Kaman,C,32,POR,74,13,1398,10.3,20.0,0.515,0.0,0.0,,10.3,20.0,0.515,2.6,3.7,0.706,5.4,12.2,17.6,2.4,0.7,2.0,3.9,5.1,23.3,103,101,17.3,0.537,0.0,0.18600000000000003,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,1.1,2.2,3.3,0.11199999999999999,-2.5,1.1,-1.4,0.2,2015
257,Enes Kanter,C,22,TOT,75,74,2135,11.7,22.6,0.519,0.4,1.1,0.35600000000000004,11.3,21.5,0.528,4.5,5.7,0.782,6.7,9.6,16.3,1.3,0.9,0.7,3.5,4.6,28.3,111,106,20.3,0.564,0.048,0.252,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,4.3,2.1,6.4,0.145,0.2,-2.3,-2.1,-0.1,2015
258,Sergey Karasev,SG,21,BRK,33,16,555,5.0,12.5,0.40299999999999997,1.5,5.0,0.29600000000000004,3.5,7.5,0.475,2.7,3.5,0.763,2.1,4.1,6.2,4.3,2.1,0.1,2.2,4.2,14.3,104,109,10.5,0.508,0.40299999999999997,0.284,4.5,8.9,6.7,12.3,2.1,0.1,13.7,14.4,0.3,0.4,0.7,0.061,-0.7,-0.5,-1.2,0.1,2015
259,Ryan Kelly,PF,23,LAL,52,34,1233,4.3,12.8,0.337,1.9,5.5,0.336,2.4,7.2,0.337,3.3,3.9,0.8320000000000001,0.5,5.5,6.0,3.8,1.2,1.0,1.5,4.9,13.8,101,112,8.6,0.473,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14.0,0.4,0.3,0.7,0.027000000000000003,-2.1,-0.8,-2.8,-0.3,2015
260,Michael Kidd-Gilchrist,SF,21,CHO,55,52,1587,7.3,15.7,0.465,0.0,0.0,,7.3,15.7,0.465,4.9,7.0,0.701,3.5,10.0,13.5,2.5,1.0,1.2,2.0,3.7,19.5,106,103,15.1,0.519,0.0,0.444,7.4,21.9,14.4,8.2,1.0,1.9,9.9,18.4,1.6,2.2,3.8,0.114,-2.2,1.3,-0.8,0.5,2015
261,Sean Kilpatrick,SG,25,MIN,4,0,72,4.9,14.1,0.35,2.8,9.2,0.308,2.1,4.9,0.429,2.8,2.8,1.0,0.7,3.5,4.2,2.8,2.1,0.0,1.4,2.1,15.5,105,114,10.0,0.506,0.65,0.2,1.5,8.2,4.8,8.5,2.1,0.0,8.4,14.6,0.1,0.0,0.1,0.033,-0.7,-3.0,-3.8,0.0,2015
262,Andrei Kirilenko,SF,33,BRK,7,0,36,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,0.0,4.3,5.8,0.75,2.9,8.6,11.5,1.4,1.4,0.0,1.4,1.4,4.3,65,108,2.8,0.222,0.0,0.8,6.2,18.6,12.5,3.6,1.4,0.0,12.9,9.8,-0.1,0.0,0.0,-0.057999999999999996,-8.1,-0.2,-8.3,-0.1,2015
263,Alex Kirk,C,23,CLE,5,0,14,3.7,14.9,0.25,0.0,0.0,,3.7,14.9,0.25,7.4,7.4,1.0,3.7,0.0,3.7,3.7,0.0,0.0,0.0,3.7,14.9,112,115,8.5,0.41,0.0,0.5,8.3,0.0,4.1,10.1,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.061,-3.0,-4.3,-7.4,0.0,2015
264,Brandon Knight,PG-SG,23,TOT,63,61,2035,9.4,22.2,0.42200000000000004,3.1,8.0,0.389,6.2,14.2,0.441,4.9,5.6,0.8740000000000001,0.7,5.4,6.1,8.2,2.2,0.2,4.7,2.8,26.7,103,104,17.1,0.5429999999999999,0.361,0.251,1.6,12.0,6.8,27.4,2.3,0.4,16.1,25.9,2.0,2.5,4.5,0.106,1.7,-0.7,1.1,1.6,2015
265,Kyle Korver,SG,33,ATL,75,75,2418,6.2,12.7,0.48700000000000004,4.7,9.5,0.49200000000000005,1.5,3.2,0.47,2.2,2.5,0.898,0.3,6.1,6.4,4.1,1.1,0.9,2.3,3.0,19.3,122,106,14.8,0.6990000000000001,0.748,0.19699999999999998,0.7,13.3,7.2,12.1,1.1,1.5,14.1,14.4,5.0,2.4,7.5,0.14800000000000002,3.1,0.2,3.3,3.3,2015
266,Kosta Koufos,C,25,MEM,81,3,1348,7.0,13.9,0.508,0.0,0.0,,7.0,13.9,0.508,2.1,3.3,0.647,4.7,11.8,16.5,1.4,1.1,2.4,2.7,5.7,16.2,103,99,14.2,0.53,0.0,0.237,10.3,25.8,18.1,4.3,1.1,3.9,14.9,15.8,0.8,2.5,3.3,0.11800000000000001,-3.4,1.9,-1.5,0.2,2015
267,Ognjen Kuzmic,C,24,GSW,16,0,72,5.4,8.1,0.667,0.0,0.0,,5.4,8.1,0.667,2.7,2.7,1.0,4.7,6.8,11.5,4.1,1.4,0.7,3.4,8.8,13.6,125,103,12.9,0.727,0.0,0.33299999999999996,10.8,14.5,12.7,11.1,1.4,1.0,26.7,11.3,0.2,0.1,0.3,0.171,-0.3,1.0,0.8,0.1,2015
268,Jeremy Lamb,SG,22,OKC,47,8,633,8.2,19.8,0.41600000000000004,3.0,8.8,0.342,5.2,11.0,0.475,3.9,4.4,0.8909999999999999,0.6,7.8,8.5,3.5,1.7,0.5,2.1,4.1,23.4,110,106,14.9,0.5379999999999999,0.444,0.22,1.4,16.5,9.1,10.9,1.7,0.7,9.0,20.5,1.0,0.7,1.6,0.12300000000000001,0.0,-1.6,-1.6,0.1,2015
269,Carl Landry,PF,31,SAC,70,15,1192,8.0,15.6,0.515,0.0,0.0,,8.0,15.6,0.515,5.2,6.3,0.82,4.2,7.1,11.3,1.1,0.6,0.7,2.3,5.6,21.2,115,111,14.9,0.578,0.0,0.40700000000000003,9.8,15.5,12.8,3.6,0.6,1.1,11.0,18.1,2.3,0.5,2.8,0.11199999999999999,-1.0,-2.6,-3.6,-0.5,2015
270,Shane Larkin,PG,22,NYK,76,22,1865,5.3,12.2,0.433,1.0,3.3,0.302,4.3,8.9,0.48100000000000004,1.7,2.2,0.782,0.8,4.1,5.0,6.4,2.6,0.3,2.3,4.2,13.3,102,110,10.9,0.504,0.26899999999999996,0.18100000000000002,1.7,9.4,5.4,19.4,2.6,0.4,15.1,13.6,0.8,0.9,1.7,0.045,-1.6,-0.7,-2.4,-0.2,2015
271,Joffrey Lauvergne,C,23,DEN,24,1,268,6.7,16.6,0.40399999999999997,0.6,3.0,0.188,6.1,13.6,0.452,3.4,5.2,0.643,5.0,9.3,14.3,2.4,1.5,1.9,4.1,8.0,17.3,91,106,10.5,0.45899999999999996,0.18,0.315,10.5,20.9,15.5,7.5,1.5,2.9,17.8,19.9,-0.2,0.3,0.1,0.012,-4.2,0.7,-3.6,-0.1,2015
272,Zach LaVine,PG,19,MIN,77,40,1902,7.6,18.1,0.42200000000000004,1.5,4.5,0.341,6.1,13.6,0.449,4.0,4.7,0.8420000000000001,0.7,5.0,5.7,7.4,1.4,0.3,5.2,4.2,20.8,95,114,11.3,0.515,0.247,0.261,1.6,11.6,6.4,24.0,1.4,0.4,20.4,22.0,-0.7,0.0,-0.7,-0.018000000000000002,-1.7,-2.7,-4.5,-1.2,2015
273,Ty Lawson,PG,27,DEN,75,75,2665,7.6,17.4,0.436,1.3,3.8,0.341,6.3,13.5,0.46299999999999997,5.0,6.8,0.73,0.8,3.6,4.4,13.5,1.7,0.2,3.5,2.4,21.4,113,111,18.5,0.526,0.221,0.392,1.6,8.1,4.7,43.0,1.7,0.3,14.6,20.6,6.0,1.0,7.0,0.126,2.7,-2.1,0.5,1.7,2015
274,Ricky Ledo,SG,22,TOT,17,0,244,6.9,20.7,0.33299999999999996,2.2,5.8,0.37,4.7,14.9,0.319,3.4,4.7,0.727,3.4,4.3,7.8,4.1,1.3,0.2,5.6,4.5,19.4,81,113,6.3,0.426,0.281,0.22899999999999998,7.4,9.7,8.5,13.0,1.3,0.3,19.7,24.8,-0.6,0.0,-0.6,-0.11199999999999999,-4.9,-3.0,-7.9,-0.4,2015
275,Courtney Lee,SG,29,MEM,77,74,2354,6.4,14.3,0.44799999999999995,2.0,5.0,0.402,4.4,9.3,0.473,2.5,2.9,0.86,0.5,3.5,3.9,3.3,1.7,0.3,1.7,2.9,17.2,109,106,11.5,0.555,0.348,0.201,1.0,7.6,4.3,9.8,1.7,0.4,10.0,15.2,2.5,2.4,4.8,0.099,0.3,0.2,0.5,1.5,2015
276,David Lee,PF,31,GSW,49,4,904,8.6,16.9,0.511,0.0,0.1,0.0,8.6,16.8,0.514,3.7,5.6,0.654,4.4,9.5,13.9,4.6,1.7,1.4,2.6,4.5,21.0,112,100,17.8,0.541,0.006,0.332,10.0,20.3,15.3,13.7,1.7,2.1,12.0,19.6,1.6,1.6,3.2,0.168,-0.6,2.0,1.4,0.8,2015
277,Malcolm Lee,SG,24,PHI,1,0,2,0.0,25.1,0.0,0.0,0.0,,0.0,25.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115,-19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0,-0.527,-21.9,-6.7,-28.5,0.0,2015
278,Alex Len,C,21,PHO,69,44,1518,5.9,11.6,0.507,0.0,0.1,0.33299999999999996,5.8,11.5,0.509,2.4,3.4,0.7020000000000001,4.7,10.2,14.9,1.1,1.1,3.4,2.4,7.0,14.2,107,103,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-3.3,2.3,-1.0,0.4,2015
279,Kawhi Leonard,SF,23,SAS,64,64,2033,9.9,20.7,0.479,1.7,4.8,0.349,8.2,15.9,0.519,5.1,6.3,0.802,2.1,9.5,11.6,4.1,3.7,1.2,2.4,3.2,26.6,113,96,22.0,0.5670000000000001,0.23399999999999999,0.307,4.8,20.6,12.9,13.0,3.7,1.8,9.4,23.0,4.2,4.4,8.6,0.204,2.6,3.5,6.1,4.1,2015
280,Meyers Leonard,C,22,POR,55,7,847,7.5,14.7,0.51,2.8,6.7,0.42,4.7,8.0,0.586,1.8,1.9,0.938,2.8,12.3,15.0,1.9,0.6,0.8,2.3,6.8,19.7,117,102,14.8,0.631,0.457,0.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,1.6,1.2,2.8,0.158,0.1,0.0,0.2,0.5,2015
281,Jon Leuer,PF,25,MEM,63,6,824,7.7,17.3,0.44299999999999995,0.4,1.8,0.24100000000000002,7.2,15.5,0.467,2.3,3.7,0.627,3.2,9.9,13.1,2.9,1.1,0.6,2.2,5.4,18.1,99,102,11.9,0.478,0.106,0.21600000000000003,7.0,21.7,14.3,8.8,1.1,0.9,10.5,18.6,0.2,1.2,1.3,0.078,-3.1,0.0,-3.1,-0.2,2015
282,Damian Lillard,PG,24,POR,82,82,2925,10.3,23.7,0.434,3.4,10.0,0.34299999999999997,6.9,13.7,0.5,6.0,6.9,0.8640000000000001,0.9,5.7,6.6,8.8,1.7,0.4,3.9,2.9,30.0,112,105,20.7,0.56,0.42100000000000004,0.293,1.8,11.8,6.9,29.0,1.7,0.5,12.6,26.9,7.3,3.3,10.6,0.174,5.0,0.0,5.1,5.2,2015
283,Jeremy Lin,PG,26,LAL,74,30,1907,7.4,17.5,0.424,1.7,4.7,0.369,5.7,12.8,0.444,5.7,7.2,0.795,0.7,4.6,5.2,9.1,2.2,0.9,4.4,5.1,22.3,104,110,15.6,0.539,0.26899999999999996,0.41,1.4,10.2,5.7,28.6,2.2,1.4,17.7,21.9,1.8,0.8,2.7,0.068,0.5,-1.3,-0.8,0.6,2015
284,Shaun Livingston,PG,29,GSW,78,2,1468,6.6,13.2,0.5,0.0,0.1,0.0,6.6,13.1,0.503,2.2,3.0,0.7140000000000001,1.4,4.7,6.1,8.6,1.6,0.7,3.4,3.7,15.3,107,104,12.9,0.529,0.005,0.23,3.3,10.0,6.7,24.2,1.6,1.0,19.0,15.9,1.5,1.8,3.3,0.107,-2.1,0.4,-1.7,0.1,2015
285,Brook Lopez,C,26,BRK,72,44,2100,12.5,24.3,0.513,0.0,0.2,0.1,12.4,24.1,0.517,5.5,6.8,0.8140000000000001,5.3,7.9,13.2,1.2,1.1,3.1,2.6,5.1,30.5,112,105,22.7,0.5579999999999999,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,4.7,2.2,7.0,0.159,0.5,-0.3,0.2,1.1,2015
286,Robin Lopez,C,26,POR,59,59,1638,7.3,13.6,0.535,0.0,0.0,0.0,7.3,13.6,0.537,3.0,4.0,0.772,5.9,6.3,12.3,1.7,0.5,2.6,2.3,3.8,17.6,117,104,16.2,0.574,0.002,0.29100000000000004,12.7,13.1,12.9,5.1,0.5,3.7,12.9,15.5,3.2,1.9,5.1,0.15,0.1,2.0,2.1,1.7,2015
287,Kevin Love,PF,26,CLE,75,75,2532,8.5,19.5,0.434,3.0,8.0,0.36700000000000005,5.5,11.5,0.48,5.3,6.6,0.804,2.9,12.1,15.0,3.4,1.0,0.8,2.5,2.9,25.2,115,105,18.8,0.562,0.41200000000000003,0.337,6.5,26.3,16.6,10.7,1.0,1.2,10.0,21.7,5.8,2.9,8.7,0.165,2.0,-0.1,1.9,2.5,2015
288,Kyle Lowry,PG,28,TOR,70,70,2414,9.2,22.3,0.41200000000000003,2.8,8.4,0.33799999999999997,6.4,14.0,0.457,5.4,6.7,0.8079999999999999,1.2,5.9,7.0,10.1,2.3,0.3,3.7,4.5,26.6,110,107,19.3,0.527,0.375,0.299,2.6,13.1,7.8,32.4,2.3,0.4,12.8,25.4,5.1,2.0,7.1,0.141,4.2,-0.6,3.6,3.4,2015
289,Kalin Lucas,PG,25,MEM,1,0,6,0.0,8.7,0.0,0.0,0.0,,0.0,8.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.7,0.0,0.0,8.7,0.0,0,93,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,7.6,0.0,0.0,0.0,-0.057,-7.9,6.6,-1.3,0.0,2015
290,John Lucas III,PG,32,DET,21,0,272,8.0,19.8,0.40399999999999997,1.7,5.5,0.31,6.3,14.3,0.44,1.0,1.0,1.0,0.8,2.3,3.0,11.4,1.5,0.0,3.0,3.4,18.6,103,111,13.0,0.461,0.27899999999999997,0.048,1.5,5.0,3.2,36.0,1.5,0.0,13.1,19.9,0.2,0.1,0.3,0.057999999999999996,-1.1,-4.4,-5.5,-0.2,2015
291,Shelvin Mack,PG,24,ATL,55,0,833,7.2,17.9,0.401,2.5,7.8,0.315,4.7,10.1,0.467,1.5,1.9,0.8059999999999999,0.5,4.4,4.8,9.5,1.8,0.1,3.0,2.0,18.3,102,106,13.2,0.489,0.435,0.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,0.5,0.8,1.3,0.075,-0.9,-2.2,-3.1,-0.2,2015
292,Ian Mahinmi,C,28,IND,61,6,1146,5.3,9.5,0.552,0.0,0.0,,5.3,9.5,0.552,1.4,4.6,0.304,4.7,11.3,16.0,1.5,1.3,2.1,2.7,7.7,11.9,98,100,10.8,0.516,0.0,0.48100000000000004,10.2,24.0,17.2,4.4,1.3,3.1,18.7,12.5,0.1,2.0,2.1,0.09,-3.8,2.6,-1.2,0.2,2015
293,Devyn Marble,SG,22,ORL,16,7,208,3.4,10.8,0.318,1.0,5.4,0.182,2.5,5.4,0.455,1.2,3.9,0.313,1.2,6.4,7.6,4.2,2.2,0.5,2.2,3.4,9.1,79,107,5.9,0.36200000000000004,0.5,0.364,2.7,14.4,8.4,11.5,2.2,0.8,15.0,13.1,-0.3,0.2,-0.1,-0.031,-4.7,0.2,-4.5,-0.1,2015
294,Shawn Marion,SF,36,CLE,57,24,1101,5.6,12.6,0.446,0.6,2.2,0.261,5.1,10.4,0.484,1.2,1.6,0.765,3.0,6.5,9.5,2.4,1.3,1.3,1.6,2.7,13.0,106,107,11.0,0.489,0.172,0.127,6.8,14.2,10.5,6.9,1.3,1.9,10.5,12.9,0.8,0.9,1.7,0.07400000000000001,-2.0,0.7,-1.3,0.2,2015
295,Kendall Marshall,PG,23,MIL,28,3,417,5.6,12.4,0.455,2.2,5.6,0.391,3.4,6.7,0.509,1.0,1.1,0.889,0.2,3.2,3.4,10.5,2.6,0.0,4.3,3.2,14.4,104,105,12.4,0.562,0.455,0.08900000000000001,0.6,7.1,3.8,31.1,2.6,0.0,25.0,15.1,0.3,0.5,0.8,0.08800000000000001,-1.7,-2.4,-4.1,-0.2,2015
296,Cartier Martin,SF,30,DET,23,0,198,3.9,13.8,0.28300000000000003,1.6,8.6,0.182,2.4,5.2,0.45,0.0,0.0,,0.0,5.2,5.2,2.9,0.8,0.3,1.3,5.2,9.4,76,110,1.6,0.34,0.623,0.0,0.0,11.4,5.5,8.0,0.8,0.4,8.6,13.0,-0.3,0.1,-0.2,-0.053,-5.5,-1.6,-7.1,-0.3,2015
297,Kenyon Martin,PF,37,MIL,11,0,104,4.4,10.8,0.409,0.0,0.0,,4.4,10.8,0.409,1.0,1.0,1.0,2.9,6.4,9.3,2.5,2.5,2.9,1.5,6.4,9.8,97,99,10.0,0.43700000000000006,0.0,0.091,6.7,14.2,10.5,7.0,2.5,4.9,11.6,11.2,0.0,0.2,0.2,0.086,-4.4,3.6,-0.8,0.0,2015
298,Kevin Martin,SG,31,MIN,39,36,1302,10.4,24.4,0.42700000000000005,2.9,7.5,0.39299999999999996,7.5,16.9,0.442,6.6,7.5,0.8809999999999999,0.7,4.8,5.5,3.5,1.3,0.0,3.0,3.0,30.4,107,115,16.7,0.5489999999999999,0.306,0.309,1.6,11.1,6.2,12.5,1.3,0.1,9.7,26.6,2.0,-0.1,1.9,0.069,1.8,-3.9,-2.1,0.0,2015
299,Wesley Matthews,SG,28,POR,60,60,2024,8.5,18.9,0.44799999999999995,4.4,11.2,0.389,4.1,7.7,0.534,2.7,3.7,0.752,1.0,4.6,5.6,3.5,1.9,0.3,2.0,3.3,24.1,114,105,16.1,0.586,0.5920000000000001,0.193,2.1,9.5,5.9,10.8,1.9,0.4,9.0,19.8,4.0,2.2,6.2,0.147,3.8,0.1,3.9,3.0,2015
300,Jason Maxiell,PF,31,CHO,61,0,878,4.8,11.3,0.42200000000000004,0.0,0.0,,4.8,11.3,0.42200000000000004,2.4,4.2,0.5770000000000001,5.1,6.9,11.9,1.1,1.1,2.6,1.7,5.6,11.9,99,103,10.4,0.455,0.0,0.37,10.5,15.1,12.7,3.4,1.1,4.0,11.5,13.1,0.1,1.2,1.4,0.07400000000000001,-4.5,1.9,-2.6,-0.1,2015
301,O.J. Mayo,SG,27,MIL,71,15,1697,8.9,21.1,0.42200000000000004,3.0,8.3,0.35700000000000004,5.9,12.7,0.465,3.5,4.2,0.8270000000000001,0.9,4.7,5.6,5.9,1.7,0.5,3.8,5.0,24.2,101,105,13.5,0.529,0.395,0.198,2.0,10.5,6.3,19.4,1.7,0.9,14.4,23.6,0.9,1.9,2.8,0.079,0.0,-1.3,-1.3,0.3,2015
302,Luc Mbah a Moute,PF,28,PHI,67,61,1916,6.6,16.6,0.395,1.6,5.3,0.307,4.9,11.4,0.435,2.5,4.3,0.589,2.1,6.4,8.6,2.8,2.1,0.5,2.6,2.7,17.3,93,106,10.6,0.466,0.318,0.256,4.4,14.6,9.3,9.8,2.1,0.9,12.3,18.3,-0.9,2.0,1.1,0.027000000000000003,-3.2,0.1,-3.2,-0.6,2015
303,James Michael McAdoo,PF,22,GSW,15,0,137,8.6,15.7,0.545,0.0,0.0,,8.6,15.7,0.545,5.0,8.9,0.56,5.3,7.8,13.2,0.7,1.8,3.2,2.1,7.5,22.1,113,99,17.7,0.564,0.0,0.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,0.2,0.3,0.5,0.177,-2.3,0.5,-1.8,0.0,2015
304,Ray McCallum,PG,23,SAC,68,30,1436,7.2,16.5,0.43799999999999994,1.2,3.9,0.306,6.0,12.6,0.479,2.0,2.9,0.679,1.8,4.5,6.3,6.6,1.6,0.4,3.0,3.2,17.6,102,111,12.5,0.496,0.23600000000000002,0.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,0.8,0.5,1.4,0.045,-0.4,-1.3,-1.7,0.1,2015
305,CJ McCollum,SG,23,POR,62,3,973,8.3,19.1,0.436,2.9,7.3,0.396,5.4,11.8,0.46,2.7,3.8,0.6990000000000001,0.7,4.0,4.8,3.4,2.3,0.4,2.5,4.2,22.2,103,105,13.1,0.534,0.381,0.2,1.6,8.3,5.0,10.3,2.3,0.6,10.8,20.5,0.7,1.1,1.8,0.08900000000000001,-0.4,-0.3,-0.7,0.3,2015
306,K.J. McDaniels,SG,21,TOT,62,15,1352,6.4,16.1,0.396,1.6,5.6,0.287,4.8,10.5,0.45399999999999996,3.7,4.9,0.752,2.4,5.0,7.4,2.7,1.6,2.6,3.9,4.7,18.1,92,105,10.6,0.494,0.34600000000000003,0.306,5.0,11.4,8.0,9.3,1.6,4.2,17.6,19.3,-0.9,1.5,0.6,0.02,-3.8,1.1,-2.7,-0.2,2015
307,Doug McDermott,SF,23,CHI,36,0,321,6.9,17.2,0.402,2.1,6.6,0.317,4.8,10.6,0.455,1.6,2.4,0.667,1.0,6.0,6.9,1.0,0.6,0.2,2.7,4.7,17.6,89,108,6.1,0.48,0.38299999999999995,0.14,2.1,12.2,7.3,3.0,0.6,0.2,13.0,18.3,-0.3,0.2,0.0,-0.005,-4.8,-3.3,-8.0,-0.5,2015
308,Mitch McGary,PF,22,OKC,32,2,485,9.1,17.1,0.5329999999999999,0.0,0.2,0.0,9.1,16.9,0.54,2.6,4.1,0.625,5.5,11.6,17.1,1.4,1.7,1.7,3.2,7.4,20.8,107,102,16.6,0.55,0.012,0.242,11.9,24.4,18.2,4.6,1.7,2.6,14.5,19.0,0.6,0.7,1.3,0.127,-2.3,-0.1,-2.4,-0.1,2015
309,JaVale McGee,C,27,TOT,23,0,256,8.2,15.4,0.532,0.0,0.0,,8.2,15.4,0.532,4.3,6.4,0.667,3.5,8.4,11.9,0.6,0.4,3.9,3.5,5.9,20.7,101,106,14.4,0.5670000000000001,0.0,0.418,7.3,18.9,12.9,2.0,0.4,6.1,16.1,18.9,0.1,0.3,0.4,0.071,-5.3,-0.3,-5.6,-0.2,2015
310,Ben McLemore,SG,21,SAC,82,82,2670,6.8,15.7,0.43700000000000006,2.6,7.4,0.358,4.2,8.3,0.507,2.5,3.0,0.813,0.6,4.0,4.5,2.6,1.5,0.4,2.6,4.1,18.8,104,112,10.4,0.552,0.47100000000000003,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,1.7,0.8,2.5,0.045,0.4,-1.3,-0.8,0.8,2015
311,Jerel McNeal,PG,27,PHO,6,0,36,4.2,15.2,0.273,1.4,2.8,0.5,2.8,12.5,0.222,2.8,2.8,1.0,0.0,4.2,4.2,2.8,4.2,1.4,6.9,6.9,12.5,61,102,1.2,0.379,0.182,0.182,0.0,9.2,4.6,7.8,4.2,2.1,29.6,20.6,-0.2,0.1,-0.1,-0.149,-10.2,1.7,-8.5,-0.1,2015
312,Josh McRoberts,PF,27,MIA,17,4,296,5.0,9.5,0.528,1.4,3.4,0.42100000000000004,3.6,6.1,0.588,1.4,2.3,0.615,1.2,6.8,8.0,5.9,2.1,0.5,3.9,7.3,12.8,103,106,10.2,0.613,0.358,0.245,2.9,15.1,9.1,17.5,2.1,0.9,27.3,12.8,0.1,0.3,0.4,0.07,-1.7,0.6,-1.1,0.1,2015
313,Jodie Meeks,SG,27,DET,60,0,1462,7.9,18.9,0.41600000000000004,2.6,7.5,0.349,5.2,11.4,0.46,5.1,5.7,0.9059999999999999,0.4,3.3,3.7,2.8,2.1,0.2,2.0,2.7,23.5,110,109,14.1,0.5479999999999999,0.397,0.3,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,2.2,0.9,3.1,0.10300000000000001,0.7,-1.6,-0.9,0.4,2015
314,Gal Mekel,PG,26,NOP,4,0,43,3.7,24.4,0.15,0.0,3.7,0.0,3.7,20.8,0.17600000000000002,0.0,0.0,,0.0,1.2,1.2,15.9,2.4,0.0,2.4,1.2,7.3,61,111,0.5,0.15,0.15,0.0,0.0,2.6,1.3,42.2,2.4,0.0,9.1,23.3,-0.2,0.0,-0.2,-0.23800000000000002,-10.3,-6.3,-16.6,-0.2,2015
